Using linkage method for clustering
Using RMSD cutoff 0.15 nm
The RMSD ranges from 0.0759797 to 1.09867 nm
Average RMSD is 0.509443
Number of structures for matrix 2001
Energy of the matrix is 137.013.

Found 1447 clusters

Writing middle structure for each cluster to cluster_d0.15/clust_id.pdb
Writing all structures for clusters with more than 50 structures to cluster_d0.15/clust_id.pdb%05d.pdb

cl. | #st  rmsd | middle rmsd | cluster members
705 |   1       |  91900      |  91900
706 |   1       |  92000      |  92000
707 |   1       |  92100      |  92100
708 |   1       |  92200      |  92200
709 |   1       |  92300      |  92300
710 |   1       |  92400      |  92400
711 |   1       |  92600      |  92600
712 |   1       |  92800      |  92800
713 |   1       |  93400      |  93400
714 |   1       |  93700      |  93700
715 |   1       |  93900      |  93900
716 |   1       |  94400      |  94400
717 |   1       |  94500      |  94500
718 |   1       |  94600      |  94600
719 |   1       |  94700      |  94700
720 |   1       |  94800      |  94800
721 |   1       |  94900      |  94900
722 |   1       |  95100      |  95100
723 |   1       |  95200      |  95200
724 |   2  0.139 |  95300 .139 |  95300 102000
725 |   1       |  95400      |  95400
726 |   1       |  95500      |  95500
727 |   1       |  95600      |  95600
728 |   1       |  96100      |  96100
729 |   1       |  96200      |  96200
730 |   1       |  96300      |  96300
731 |   2  0.142 |  96600 .142 |  96600 153200
732 |   1       |  96700      |  96700
733 |   1       |  96800      |  96800
734 |   1       |  96900      |  96900
735 |   1       |  97000      |  97000
736 |   1       |  97100      |  97100
737 |   1       |  97200      |  97200
738 |   1       |  97300      |  97300
739 |   1       |  97400      |  97400
740 |   1       |  97600      |  97600
741 |   1       |  97800      |  97800
742 |   1       |  98100      |  98100
743 |   1       |  98200      |  98200
744 |   1       |  98300      |  98300
745 |   1       |  98400      |  98400
746 |   4  0.164 | 185700 .140 |  98500 100800 185700 195800
747 |   1       |  98900      |  98900
748 |   1       |  99000      |  99000
749 |   1       |  99100      |  99100
750 |   2  0.146 |  99200 .146 |  99200 171300
751 |   1       |  99300      |  99300
752 |   1       |  99400      |  99400
753 |   1       |  99700      |  99700
754 |   1       |  99800      |  99800
755 |   1       | 100100      | 100100
756 |   1       | 100300      | 100300
757 |   1       | 100900      | 100900
758 |   1       | 101000      | 101000
759 |   1       | 101100      | 101100
760 |   2  0.148 | 101200 .148 | 101200 102900
761 |   1       | 101900      | 101900
762 |   1       | 102100      | 102100
763 |   1       | 102200      | 102200
764 |   1       | 102300      | 102300
765 |   1       | 102400      | 102400
766 |   1       | 102500      | 102500
767 |   1       | 102600      | 102600
768 |   1       | 102700      | 102700
769 |   1       | 102800      | 102800
770 |   1       | 103000      | 103000
771 |   1       | 103100      | 103100
772 |   1       | 103200      | 103200
773 |   1       | 103300      | 103300
774 |   1       | 103500      | 103500
775 |   1       | 103900      | 103900
776 |   1       | 104000      | 104000
777 |   1       | 104100      | 104100
778 |   1       | 104200      | 104200
779 |   1       | 104300      | 104300
780 |   1       | 104400      | 104400
781 |   1       | 104500      | 104500
782 |   1       | 104600      | 104600
783 |   3  0.147 | 174300 .134 | 104700 174300 174500
784 |   2  0.138 | 104800 .138 | 104800 105600
785 |   1       | 104900      | 104900
786 |   2  0.136 | 105000 .136 | 105000 146300
787 |   1       | 105100      | 105100
788 |   1       | 105200      | 105200
789 |   1       | 105300      | 105300
790 |   1       | 105400      | 105400
791 |   3  0.133 | 174000 .129 | 105500 174000 174100
792 |   1       | 105700      | 105700
793 |   1       | 105800      | 105800
794 |   1       | 105900      | 105900
795 |   1       | 106000      | 106000
796 |   9  0.185 | 143200 .158 | 106100 106300 106500 107000 141900 142100 143000
    |           |             | 143200 143900
797 |   1       | 106200      | 106200
798 |   1       | 106400      | 106400
799 |   4  0.165 | 142900 .140 | 106600 106700 142000 142900
800 |   1       | 106800      | 106800
801 |   1       | 106900      | 106900
802 |   1       | 107100      | 107100
803 |   1       | 107200      | 107200
804 |   2  0.129 | 107300 .129 | 107300 175100
805 |   1       | 107400      | 107400
806 |   1       | 107500      | 107500
807 |   1       | 107600      | 107600
808 |   1       | 107700      | 107700
809 |   1       | 107800      | 107800
810 |   1       | 107900      | 107900
811 |   1       | 108000      | 108000
812 |   1       | 108100      | 108100
813 |   1       | 108200      | 108200
814 |   1       | 108300      | 108300
815 |   1       | 108400      | 108400
816 |   1       | 108500      | 108500
817 |   1       | 108600      | 108600
818 |   1       | 108700      | 108700
819 |   1       | 108800      | 108800
820 |   1       | 108900      | 108900
821 |   2  0.148 | 109000 .148 | 109000 197200
822 |   1       | 109100      | 109100
823 |   2  0.146 | 109200 .146 | 109200 114100
824 |   1       | 109300      | 109300
825 |   1       | 109400      | 109400
826 |   1       | 109500      | 109500
827 |   1       | 109600      | 109600
828 |   1       | 109700      | 109700
829 |   1       | 109800      | 109800
830 |   1       | 109900      | 109900
831 |   1       | 110000      | 110000
832 |   1       | 110100      | 110100
833 |   1       | 110200      | 110200
834 |   1       | 110300      | 110300
835 |   1       | 110400      | 110400
836 |   1       | 110500      | 110500
837 |   1       | 110600      | 110600
838 |   1       | 110700      | 110700
839 |   1       | 110800      | 110800
840 |   1       | 110900      | 110900
841 |   1       | 111000      | 111000
842 |   1       | 111100      | 111100
843 |   1       | 111200      | 111200
844 |   1       | 111300      | 111300
845 |   1       | 111400      | 111400
846 |   1       | 111500      | 111500
847 |   1       | 111600      | 111600
848 |   1       | 111700      | 111700
849 |   1       | 111800      | 111800
850 |   1       | 111900      | 111900
851 |   1       | 112000      | 112000
852 |   1       | 112100      | 112100
853 |   1       | 112200      | 112200
854 |   1       | 112300      | 112300
855 |   1       | 112400      | 112400
856 |   1       | 112500      | 112500
857 |   1       | 112600      | 112600
858 |   1       | 112700      | 112700
859 |   1       | 112800      | 112800
860 |   1       | 112900      | 112900
861 |   1       | 113000      | 113000
862 |   1       | 113100      | 113100
863 |   1       | 113200      | 113200
864 |   1       | 113300      | 113300
865 |   4  0.160 | 197100 .145 | 113400 113800 114000 197100
866 |   1       | 113500      | 113500
867 |   1       | 113600      | 113600
868 |   1       | 113700      | 113700
869 |   1       | 113900      | 113900
870 |   3  0.146 | 116100 .136 | 114200 115900 116100
871 |   1       | 114300      | 114300
872 |   1       | 114400      | 114400
873 |   1       | 114500      | 114500
874 |   1       | 114600      | 114600
875 |   1       | 114700      | 114700
876 |   1       | 114800      | 114800
877 |   1       | 114900      | 114900
878 |   1       | 115000      | 115000
879 |   1       | 115100      | 115100
880 |   1       | 115200      | 115200
881 |   1       | 115300      | 115300
882 |   1       | 115400      | 115400
883 |   1       | 115500      | 115500
884 |   1       | 115600      | 115600
885 |   2  0.147 | 115700 .147 | 115700 116200
886 |   1       | 115800      | 115800
887 |   1       | 116000      | 116000
888 |   1       | 116400      | 116400
889 |   1       | 116600      | 116600
890 |   1       | 116700      | 116700
891 |   1       | 116800      | 116800
892 |   1       | 116900      | 116900
893 |   1       | 117100      | 117100
894 |   1       | 117200      | 117200
895 |   1       | 117300      | 117300
896 |   1       | 117400      | 117400
897 |   1       | 117500      | 117500
898 |   1       | 117600      | 117600
899 |   1       | 117700      | 117700
900 |   1       | 117800      | 117800
901 |   1       | 117900      | 117900
902 |   1       | 118000      | 118000
903 |   2  0.134 | 118300 .134 | 118300 193000
904 |   1       | 118400      | 118400
905 |   1       | 118500      | 118500
906 |   1       | 118700      | 118700
907 |   2  0.142 | 118800 .142 | 118800 179800
908 |   1       | 118900      | 118900
909 |   1       | 119000      | 119000
910 |   1       | 119200      | 119200
911 |   1       | 119300      | 119300
912 |   2  0.150 | 119400 .150 | 119400 196300
913 |   1       | 119500      | 119500
914 |   1       | 119600      | 119600
915 |   2  0.126 | 119800 .126 | 119800 185800
916 |   1       | 120000      | 120000
917 |   1       | 120200      | 120200
918 |   1       | 120300      | 120300
919 |   1       | 120400      | 120400
920 |   1       | 120500      | 120500
921 |   1       | 120600      | 120600
922 |   1       | 120700      | 120700
923 |   1       | 120800      | 120800
924 |   1       | 120900      | 120900
925 |   1       | 121000      | 121000
926 |   2  0.145 | 121100 .145 | 121100 124500
927 |   1       | 121200      | 121200
928 |   1       | 121300      | 121300
929 |   1       | 121400      | 121400
930 |   1       | 121500      | 121500
931 |   4  0.155 | 121600 .141 | 121600 121700 122900 123000
932 |   2  0.146 | 121800 .146 | 121800 121900
933 |   1       | 122000      | 122000
934 |   1       | 122100      | 122100
935 |   1       | 122200      | 122200
936 |   1       | 122300      | 122300
937 |   1       | 122400      | 122400
938 |   1       | 122600      | 122600
939 |   1       | 122700      | 122700
940 |   1       | 122800      | 122800
941 |   1       | 123200      | 123200
942 |   1       | 123300      | 123300
943 |   2  0.115 | 123400 .115 | 123400 124100
944 |   1       | 123500      | 123500
945 |   1       | 123600      | 123600
946 |   1       | 123700      | 123700
947 |   1       | 123900      | 123900
948 |   1       | 124200      | 124200
949 |   1       | 124300      | 124300
950 |   2  0.134 | 124400 .134 | 124400 124700
951 |   1       | 124600      | 124600
952 |   4  0.142 | 124800 .133 | 124800 126600 128900 129000
953 |   1       | 124900      | 124900
954 |   2  0.134 | 125000 .134 | 125000 125800
955 |   1       | 125100      | 125100
956 |   1       | 125200      | 125200
957 |   3  0.163 | 125500 .139 | 125300 125400 125500
958 |   2  0.091 | 125600 .091 | 125600 125700
959 |   1       | 126900      | 126900
960 |   1       | 127000      | 127000
961 |   1       | 127400      | 127400
962 |   1       | 127800      | 127800
963 |   1       | 127900      | 127900
964 |   2  0.106 | 128000 .106 | 128000 128100
965 |   1       | 128200      | 128200
966 |   1       | 128400      | 128400
967 |   1       | 128500      | 128500
968 |   2  0.128 | 128600 .128 | 128600 128700
969 |   1       | 129300      | 129300
970 |   1       | 129700      | 129700
971 |   1       | 130600      | 130600
972 |   1       | 130800      | 130800
973 |   2  0.116 | 130900 .116 | 130900 131000
974 |   1       | 131300      | 131300
975 |   3  0.135 | 131500 .131 | 131400 131500 131600
976 |   1       | 132000      | 132000
977 |   1       | 133600      | 133600
978 |   1       | 133900      | 133900
979 |   1       | 134100      | 134100
980 |   1       | 134200      | 134200
981 |   1       | 134800      | 134800
982 |   1       | 135100      | 135100
983 |   1       | 135200      | 135200
984 |   1       | 135300      | 135300
985 |   1       | 135400      | 135400
986 |   1       | 135500      | 135500
987 |   1       | 135600      | 135600
988 |   1       | 135900      | 135900
989 |   1       | 136100      | 136100
990 |   1       | 136200      | 136200
991 |   3  0.171 | 190900 .149 | 136300 190800 190900
992 |   1       | 136400      | 136400
993 |   1       | 136500      | 136500
994 |   2  0.142 | 136600 .142 | 136600 165900
995 |   1       | 136700      | 136700
996 |   1       | 136800      | 136800
997 |   1       | 136900      | 136900
998 |   1       | 137000      | 137000
999 |   1       | 137100      | 137100
1000 |   1       | 137200      | 137200
1001 |   1       | 137300      | 137300
1002 |   1       | 137400      | 137400
1003 |   1       | 137500      | 137500
1004 |   1       | 137600      | 137600
1005 |   1       | 137800      | 137800
1006 |   1       | 137900      | 137900
1007 |   1       | 138000      | 138000
1008 |   1       | 138100      | 138100
1009 |   1       | 138300      | 138300
1010 |   1       | 138600      | 138600
1011 |   1       | 138700      | 138700
1012 |   1       | 138800      | 138800
1013 |   2  0.149 | 138900 .149 | 138900 169400
1014 |   1       | 139000      | 139000
1015 |   1       | 139100      | 139100
1016 |   2  0.120 | 139200 .120 | 139200 172400
1017 |   1       | 139300      | 139300
1018 |   1       | 139400      | 139400
1019 |   1       | 139500      | 139500
1020 |   1       | 139600      | 139600
1021 |   1       | 139700      | 139700
1022 |   2  0.147 | 139800 .147 | 139800 140100
1023 |   1       | 139900      | 139900
1024 |   1       | 140000      | 140000
1025 |   1       | 140200      | 140200
1026 |   1       | 140300      | 140300
1027 |   1       | 140400      | 140400
1028 |   1       | 140500      | 140500
1029 |   1       | 140600      | 140600
1030 |   1       | 140700      | 140700
1031 |   1       | 140800      | 140800
1032 |   1       | 140900      | 140900
1033 |   1       | 141000      | 141000
1034 |   1       | 141100      | 141100
1035 |   1       | 141200      | 141200
1036 |   1       | 141300      | 141300
1037 |   1       | 141400      | 141400
1038 |   1       | 141500      | 141500
1039 |   1       | 141600      | 141600
1040 |   1       | 141700      | 141700
1041 |   1       | 141800      | 141800
1042 |   1       | 142200      | 142200
1043 |   6  0.171 | 142700 .148 | 142300 142400 142500 142600 142700 142800
1044 |   1       | 143100      | 143100
1045 |   1       | 143300      | 143300
1046 |   1       | 143400      | 143400
1047 |   1       | 143500      | 143500
1048 |   1       | 143600      | 143600
1049 |   1       | 143700      | 143700
1050 |   1       | 143800      | 143800
1051 |   1       | 144000      | 144000
1052 |   1       | 144100      | 144100
1053 |   1       | 144200      | 144200
1054 |   1       | 144300      | 144300
1055 |   1       | 144400      | 144400
1056 |   1       | 144500      | 144500
1057 |   1       | 144600      | 144600
1058 |   1       | 144700      | 144700
1059 |   1       | 144800      | 144800
1060 |   1       | 144900      | 144900
1061 |   1       | 145000      | 145000
1062 |   1       | 145100      | 145100
1063 |   1       | 145200      | 145200
1064 |   1       | 145300      | 145300
1065 |   2  0.144 | 145400 .144 | 145400 145500
1066 |   1       | 145600      | 145600
1067 |   1       | 145700      | 145700
1068 |   1       | 145800      | 145800
1069 |   1       | 145900      | 145900
1070 |   1       | 146000      | 146000
1071 |   2  0.139 | 146100 .139 | 146100 174600
1072 |   1       | 146200      | 146200
1073 |   1       | 146400      | 146400
1074 |   1       | 146500      | 146500
1075 |   1       | 146600      | 146600
1076 |   1       | 146700      | 146700
1077 |   2  0.144 | 146800 .144 | 146800 147100
1078 |   1       | 146900      | 146900
1079 |   1       | 147000      | 147000
1080 |   1       | 147200      | 147200
1081 |   1       | 147300      | 147300
1082 |   1       | 147400      | 147400
1083 |   1       | 147600      | 147600
1084 |   1       | 147700      | 147700
1085 |   1       | 147800      | 147800
1086 |   1       | 147900      | 147900
1087 |   1       | 148000      | 148000
1088 |   1       | 148300      | 148300
1089 |   1       | 148400      | 148400
1090 |   1       | 148600      | 148600
1091 |   1       | 148700      | 148700
1092 |   1       | 148900      | 148900
1093 |   1       | 149000      | 149000
1094 |   2  0.133 | 149100 .133 | 149100 176900
1095 |   2  0.148 | 149300 .148 | 149300 153100
1096 |   1       | 149500      | 149500
1097 |   1       | 149600      | 149600
1098 |   1       | 149700      | 149700
1099 |   1       | 149800      | 149800
1100 |   4  0.181 | 150700 .156 | 150000 150700 151300 153900
1101 |   1       | 150100      | 150100
1102 |   1       | 150300      | 150300
1103 |   1       | 150500      | 150500
1104 |   1       | 150600      | 150600
1105 |   2  0.149 | 150900 .149 | 150900 152700
1106 |   1       | 151000      | 151000
1107 |   1       | 151600      | 151600
1108 |   1       | 151700      | 151700
1109 |   1       | 151900      | 151900
1110 |   1       | 152100      | 152100
1111 |   1       | 152200      | 152200
1112 |   1       | 152300      | 152300
1113 |   1       | 152400      | 152400
1114 |   1       | 152500      | 152500
1115 |   1       | 152600      | 152600
1116 |   1       | 152800      | 152800
1117 |   1       | 152900      | 152900
1118 |   1       | 153000      | 153000
1119 |   2  0.147 | 153400 .147 | 153400 153500
1120 |   1       | 153800      | 153800
1121 |   1       | 154100      | 154100
1122 |   3  0.148 | 154300 .139 | 154300 180600 184500
1123 |   1       | 154400      | 154400
1124 |   1       | 154500      | 154500
1125 |   1       | 154900      | 154900
1126 |   1       | 155000      | 155000
1127 |   1       | 155100      | 155100
1128 |   1       | 155200      | 155200
1129 |   2  0.138 | 155300 .138 | 155300 186700
1130 |   1       | 155400      | 155400
1131 |   1       | 155500      | 155500
1132 |   1       | 155600      | 155600
1133 |   1       | 155800      | 155800
1134 |   1       | 156100      | 156100
1135 |   1       | 156500      | 156500
1136 |   1       | 156600      | 156600
1137 |   1       | 156700      | 156700
1138 |   1       | 156800      | 156800
1139 |   1       | 156900      | 156900
1140 |   1       | 157000      | 157000
1141 |   1       | 157100      | 157100
1142 |   1       | 157200      | 157200
1143 |   1       | 157300      | 157300
1144 |   1       | 157400      | 157400
1145 |   1       | 157500      | 157500
1146 |   1       | 157600      | 157600
1147 |   1       | 157700      | 157700
1148 |   1       | 157800      | 157800
1149 |   1       | 157900      | 157900
1150 |   1       | 158000      | 158000
1151 |   1       | 158100      | 158100
1152 |   1       | 158200      | 158200
1153 |   1       | 158300      | 158300
1154 |   1       | 158400      | 158400
1155 |   1       | 158500      | 158500
1156 |   1       | 158600      | 158600
1157 |   1       | 158700      | 158700
1158 |   1       | 158800      | 158800
1159 |   1       | 158900      | 158900
1160 |   1       | 159000      | 159000
1161 |   1       | 159100      | 159100
1162 |   1       | 159200      | 159200
1163 |   1       | 159300      | 159300
1164 |   1       | 159400      | 159400
1165 |   1       | 159500      | 159500
1166 |   1       | 159600      | 159600
1167 |   1       | 159700      | 159700
1168 |   1       | 159800      | 159800
1169 |   1       | 159900      | 159900
1170 |   1       | 160000      | 160000
1171 |   1       | 160100      | 160100
1172 |   1       | 160200      | 160200
1173 |   1       | 160300      | 160300
1174 |   1       | 160400      | 160400
1175 |   1       | 160500      | 160500
1176 |   1       | 160600      | 160600
1177 |   1       | 160700      | 160700
1178 |   1       | 160800      | 160800
1179 |   1       | 160900      | 160900
1180 |   1       | 161000      | 161000
1181 |   1       | 161100      | 161100
1182 |   1       | 161200      | 161200
1183 |   1       | 161300      | 161300
1184 |   1       | 161400      | 161400
1185 |   1       | 161500      | 161500
1186 |   1       | 161600      | 161600
1187 |   1       | 161700      | 161700
1188 |   1       | 161800      | 161800
1189 |   1       | 161900      | 161900
1190 |   1       | 162000      | 162000
1191 |   1       | 162100      | 162100
1192 |   1       | 162200      | 162200
1193 |   1       | 162300      | 162300
1194 |   1       | 162400      | 162400
1195 |   1       | 162500      | 162500
1196 |   1       | 162600      | 162600
1197 |   1       | 162700      | 162700
1198 |   1       | 162800      | 162800
1199 |   1       | 162900      | 162900
1200 |   1       | 163000      | 163000
1201 |   2  0.147 | 163100 .147 | 163100 163400
1202 |   1       | 163200      | 163200
1203 |   1       | 163300      | 163300
1204 |   1       | 163500      | 163500
1205 |   1       | 163600      | 163600
1206 |   1       | 163700      | 163700
1207 |   1       | 163800      | 163800
1208 |   1       | 163900      | 163900
1209 |   1       | 164000      | 164000
1210 |   1       | 164100      | 164100
1211 |   1       | 164200      | 164200
1212 |   1       | 164300      | 164300
1213 |   1       | 164400      | 164400
1214 |   1       | 164500      | 164500
1215 |   1       | 164600      | 164600
1216 |   1       | 164800      | 164800
1217 |   1       | 164900      | 164900
1218 |   2  0.146 | 165000 .146 | 165000 187700
1219 |   1       | 165200      | 165200
1220 |   1       | 165300      | 165300
1221 |   1       | 165500      | 165500
1222 |   1       | 165600      | 165600
1223 |   1       | 165700      | 165700
1224 |   1       | 165800      | 165800
1225 |   1       | 166000      | 166000
1226 |   1       | 166100      | 166100
1227 |   1       | 166200      | 166200
1228 |   1       | 166300      | 166300
1229 |   1       | 166400      | 166400
1230 |   1       | 166500      | 166500
1231 |   1       | 166700      | 166700
1232 |   1       | 166800      | 166800
1233 |   1       | 166900      | 166900
1234 |   1       | 167000      | 167000
1235 |   1       | 167100      | 167100
1236 |   1       | 167200      | 167200
1237 |   1       | 167300      | 167300
1238 |   1       | 167400      | 167400
1239 |   1       | 167500      | 167500
1240 |   1       | 167600      | 167600
1241 |   1       | 167700      | 167700
1242 |   1       | 167800      | 167800
1243 |   1       | 167900      | 167900
1244 |   1       | 168000      | 168000
1245 |   1       | 168100      | 168100
1246 |   1       | 168200      | 168200
1247 |   1       | 168400      | 168400
1248 |   1       | 168600      | 168600
1249 |   1       | 168700      | 168700
1250 |   1       | 168900      | 168900
1251 |   1       | 169000      | 169000
1252 |   1       | 169100      | 169100
1253 |   1       | 169200      | 169200
1254 |   1       | 169500      | 169500
1255 |   1       | 169700      | 169700
1256 |   1       | 169900      | 169900
1257 |   1       | 170000      | 170000
1258 |   1       | 170100      | 170100
1259 |   1       | 170200      | 170200
1260 |   1       | 170300      | 170300
1261 |   1       | 170400      | 170400
1262 |   1       | 170500      | 170500
1263 |   1       | 170600      | 170600
1264 |   1       | 170700      | 170700
1265 |   1       | 171000      | 171000
1266 |   1       | 171100      | 171100
1267 |   1       | 171400      | 171400
1268 |   1       | 171500      | 171500
1269 |   1       | 171600      | 171600
1270 |   1       | 171700      | 171700
1271 |   1       | 171800      | 171800
1272 |   1       | 171900      | 171900
1273 |   1       | 172300      | 172300
1274 |   1       | 172500      | 172500
1275 |   1       | 172600      | 172600
1276 |   1       | 172800      | 172800
1277 |   1       | 172900      | 172900
1278 |   1       | 173000      | 173000
1279 |   2  0.131 | 173100 .131 | 173100 173200
1280 |   1       | 173300      | 173300
1281 |   1       | 173500      | 173500
1282 |   1       | 173600      | 173600
1283 |   1       | 173700      | 173700
1284 |   1       | 173800      | 173800
1285 |   1       | 173900      | 173900
1286 |   1       | 174200      | 174200
1287 |   1       | 174400      | 174400
1288 |   1       | 174700      | 174700
1289 |   1       | 174800      | 174800
1290 |   1       | 174900      | 174900
1291 |   1       | 175000      | 175000
1292 |   1       | 175200      | 175200
1293 |   1       | 175300      | 175300
1294 |   1       | 175400      | 175400
1295 |   1       | 175500      | 175500
1296 |   1       | 175800      | 175800
1297 |   1       | 176000      | 176000
1298 |   1       | 176200      | 176200
1299 |   1       | 176500      | 176500
1300 |   1       | 176700      | 176700
1301 |   1       | 176800      | 176800
1302 |   1       | 177000      | 177000
1303 |   1       | 177100      | 177100
1304 |   1       | 177300      | 177300
1305 |   1       | 177400      | 177400
1306 |   1       | 177500      | 177500
1307 |   1       | 177600      | 177600
1308 |   2  0.143 | 177700 .143 | 177700 194900
1309 |   1       | 177800      | 177800
1310 |   1       | 178000      | 178000
1311 |   1       | 178100      | 178100
1312 |   1       | 178200      | 178200
1313 |   1       | 178300      | 178300
1314 |   1       | 178400      | 178400
1315 |   1       | 178500      | 178500
1316 |   1       | 178600      | 178600
1317 |   1       | 178700      | 178700
1318 |   1       | 178800      | 178800
1319 |   1       | 178900      | 178900
1320 |   1       | 179100      | 179100
1321 |   1       | 179200      | 179200
1322 |   1       | 179300      | 179300
1323 |   1       | 179400      | 179400
1324 |   1       | 179500      | 179500
1325 |   1       | 179700      | 179700
1326 |   1       | 180300      | 180300
1327 |   1       | 180400      | 180400
1328 |   1       | 180500      | 180500
1329 |   1       | 181000      | 181000
1330 |   1       | 181100      | 181100
1331 |   1       | 181200      | 181200
1332 |   1       | 181300      | 181300
1333 |   1       | 181400      | 181400
1334 |   1       | 181600      | 181600
1335 |   1       | 181700      | 181700
1336 |   1       | 181800      | 181800
1337 |   1       | 181900      | 181900
1338 |   1       | 182000      | 182000
1339 |   1       | 182100      | 182100
1340 |   2  0.149 | 182200 .149 | 182200 182300
1341 |   1       | 182500      | 182500
1342 |   1       | 182600      | 182600
1343 |   1       | 182700      | 182700
1344 |   1       | 182800      | 182800
1345 |   1       | 182900      | 182900
1346 |   1       | 183400      | 183400
1347 |   1       | 183500      | 183500
1348 |   1       | 183600      | 183600
1349 |   1       | 183700      | 183700
1350 |   1       | 183800      | 183800
1351 |   1       | 183900      | 183900
1352 |   1       | 184000      | 184000
1353 |   1       | 184300      | 184300
1354 |   1       | 184700      | 184700
1355 |   1       | 184800      | 184800
1356 |   1       | 185000      | 185000
1357 |   1       | 185100      | 185100
1358 |   1       | 185200      | 185200
1359 |   1       | 185300      | 185300
1360 |   1       | 185400      | 185400
1361 |   1       | 185500      | 185500
1362 |   1       | 185600      | 185600
1363 |   1       | 185900      | 185900
1364 |   1       | 186100      | 186100
1365 |   1       | 186300      | 186300
1366 |   1       | 187000      | 187000
1367 |   1       | 187200      | 187200
1368 |   1       | 187500      | 187500
1369 |   1       | 187800      | 187800
1370 |   1       | 187900      | 187900
1371 |   1       | 188000      | 188000
1372 |   1       | 188200      | 188200
1373 |   1       | 188300      | 188300
1374 |   1       | 188400      | 188400
1375 |   1       | 188500      | 188500
1376 |   1       | 188800      | 188800
1377 |   1       | 188900      | 188900
1378 |   1       | 189100      | 189100
1379 |   1       | 189300      | 189300
1380 |   1       | 189400      | 189400
1381 |   1       | 189500      | 189500
1382 |   1       | 189800      | 189800
1383 |   1       | 189900      | 189900
1384 |   1       | 190000      | 190000
1385 |   1       | 190100      | 190100
1386 |   1       | 190200      | 190200
1387 |   1       | 190300      | 190300
1388 |   1       | 190400      | 190400
1389 |   1       | 190500      | 190500
1390 |   2  0.119 | 190600 .119 | 190600 190700
1391 |   3  0.138 | 191000 .125 | 191000 191200 191300
1392 |   1       | 191100      | 191100
1393 |   1       | 191400      | 191400
1394 |   1       | 191500      | 191500
1395 |   1       | 191600      | 191600
1396 |   1       | 191700      | 191700
1397 |   1       | 191800      | 191800
1398 |   1       | 192300      | 192300
1399 |   1       | 192700      | 192700
1400 |   1       | 192800      | 192800
1401 |   1       | 193100      | 193100
1402 |   1       | 193600      | 193600
1403 |   1       | 193800      | 193800
1404 |   1       | 193900      | 193900
1405 |   1       | 194000      | 194000
1406 |   1       | 194300      | 194300
1407 |   1       | 194400      | 194400
1408 |   1       | 195100      | 195100
1409 |   1       | 195200      | 195200
1410 |   1       | 195500      | 195500
1411 |   1       | 195700      | 195700
1412 |   2  0.150 | 195900 .150 | 195900 196000
1413 |   1       | 196100      | 196100
1414 |   1       | 196400      | 196400
1415 |   1       | 196500      | 196500
1416 |   1       | 196600      | 196600
1417 |   1       | 196700      | 196700
1418 |   1       | 196800      | 196800
1419 |   1       | 196900      | 196900
1420 |   1       | 197000      | 197000
1421 |   1       | 197300      | 197300
1422 |   1       | 197400      | 197400
1423 |   1       | 197500      | 197500
1424 |   1       | 197600      | 197600
1425 |   1       | 197700      | 197700
1426 |   1       | 197800      | 197800
1427 |   1       | 197900      | 197900
1428 |   1       | 198000      | 198000
1429 |   1       | 198100      | 198100
1430 |   1       | 198200      | 198200
1431 |   1       | 198300      | 198300
1432 |   1       | 198400      | 198400
1433 |   1       | 198500      | 198500
1434 |   1       | 198600      | 198600
1435 |   1       | 198700      | 198700
1436 |   1       | 198800      | 198800
1437 |   1       | 198900      | 198900
1438 |   2  0.105 | 199000 .105 | 199000 199100
1439 |   1       | 199200      | 199200
1440 |   1       | 199300      | 199300
1441 |   1       | 199400      | 199400
1442 |   1       | 199500      | 199500
1443 |   1       | 199600      | 199600
1444 |   1       | 199700      | 199700
1445 |   1       | 199800      | 199800
1446 |   1       | 199900      | 199900
1447 |   1       | 200000      | 200000
